frame,ID,car_type,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane,v_x,v_y,a_x,a_y
0.0,1, white car,1222.74,525.16,1208.11,525.16,1237.37,525.16,29.25,12.19,1,0.0,0.0,0.0,0.0
0.03,1, white car,1220.11,525.25,1205.43,525.25,1234.79,525.25,29.36,12.23,1,-24.35,0.83,0.0,0.0
0.07,1, white car,1217.6,525.01,1203.12,525.01,1232.08,525.01,28.96,12.06,1,-23.24,-2.22,37.0,-101.67
0.1,1, white car,1214.92,524.89,1200.38,524.89,1229.47,524.89,29.09,12.12,1,-24.81,-1.11,-52.33,37.0
0.13,1, white car,1212.02,524.89,1197.63,524.89,1226.41,524.89,28.78,11.97,1,-26.85,0.0,-68.0,37.0
0.17,1, white car,1209.01,524.79,1194.51,524.79,1223.5,524.79,28.99,12.06,1,-27.87,-0.93,-34.0,-31.0
0.2,1, white car,1206.03,524.65,1191.36,524.65,1220.69,524.65,29.33,12.21,1,-27.59,-1.3,9.33,-12.33
0.23,1, white car,1203.05,524.42,1188.11,524.42,1218.0,524.42,29.9,12.46,1,-27.59,-2.13,0.0,-27.67
0.27,1, white car,1200.2,524.36,1185.21,524.36,1215.19,524.36,29.98,12.52,1,-26.39,-0.56,40.0,52.33
0.3,1, white car,1197.49,524.41,1182.49,524.41,1212.5,524.41,30.01,12.55,1,-25.09,0.46,43.33,34.0
0.33,1, white car,1194.58,524.49,1179.53,524.49,1209.62,524.49,30.09,12.59,1,-26.94,0.74,-61.67,9.33
0.37,1, white car,1191.93,524.38,1177.03,524.38,1206.82,524.38,29.79,12.46,1,-24.54,-1.02,80.0,-58.67
0.4,1, white car,1189.38,524.3,1174.2,524.3,1204.55,524.3,30.34,12.68,1,-23.61,-0.74,31.0,9.33
0.43,1, white car,1186.35,524.28,1170.97,524.28,1201.73,524.28,30.75,12.9,1,-28.06,-0.19,-148.33,18.33
0.47,1, white car,1183.5,524.12,1168.37,524.12,1198.64,524.12,30.28,12.76,1,-26.39,-1.48,55.67,-43.0
0.5,1, white car,1180.51,524.09,1165.57,524.09,1195.45,524.09,29.89,12.63,1,-27.69,-0.28,-43.33,40.0
0.53,1, white car,1177.59,523.88,1162.74,523.88,1192.43,523.88,29.69,12.59,1,-27.04,-1.94,21.67,-55.33
0.57,1, white car,1174.62,523.76,1159.77,523.76,1189.47,523.76,29.7,12.64,1,-27.5,-1.11,-15.33,27.67
0.6,1, white car,1172.01,523.67,1157.1,523.67,1186.92,523.67,29.82,12.72,1,-24.17,-0.83,111.0,9.33
0.63,1, white car,1169.22,523.62,1154.38,523.62,1184.05,523.62,29.67,12.67,1,-25.83,-0.46,-55.33,12.33
0.67,1, white car,1166.31,523.61,1151.43,523.61,1181.19,523.61,29.77,12.73,1,-26.94,-0.09,-37.0,12.33
0.7,1, white car,1163.52,523.55,1148.82,523.55,1178.22,523.55,29.4,12.58,1,-25.83,-0.56,37.0,-15.67
0.73,1, white car,1160.65,523.59,1146.08,523.59,1175.22,523.59,29.14,12.43,1,-26.57,0.37,-24.67,31.0
0.77,1, white car,1158.07,523.55,1143.68,523.55,1172.46,523.55,28.78,12.28,1,-23.89,-0.37,89.33,-24.67
0.8,1, white car,1155.22,523.57,1141.05,523.57,1169.39,523.57,28.34,12.1,1,-26.39,0.19,-83.33,18.67
0.83,1, white car,1152.46,523.46,1138.28,523.46,1166.63,523.46,28.34,12.08,1,-25.56,-1.02,27.67,-40.33
0.87,1, white car,1149.56,523.31,1135.43,523.31,1163.69,523.31,28.25,12.01,1,-26.85,-1.39,-43.0,-12.33
0.9,1, white car,1146.79,523.3,1132.64,523.3,1160.94,523.3,28.3,12.01,1,-25.65,-0.09,40.0,43.33
0.93,1, white car,1144.04,523.08,1129.88,523.08,1158.19,523.08,28.31,11.99,1,-25.46,-2.04,6.33,-65.0
0.97,1, white car,1141.14,522.98,1127.11,522.98,1155.17,522.98,28.06,11.88,1,-26.85,-0.93,-46.33,37.0
1.0,1, white car,1138.54,522.9,1124.44,522.9,1152.63,522.9,28.19,11.94,1,-24.07,-0.74,92.67,6.33
1.03,1, white car,1135.74,522.79,1121.55,522.79,1149.93,522.79,28.38,12.02,1,-25.93,-1.02,-62.0,-9.33
1.07,1, white car,1133.04,522.66,1118.93,522.66,1147.14,522.66,28.21,11.94,1,-25.0,-1.2,31.0,-6.0
1.1,1, white car,1130.32,522.49,1116.34,522.49,1144.31,522.49,27.97,11.82,1,-25.19,-1.57,-6.33,-12.33
1.13,1, white car,1127.8,522.39,1113.81,522.39,1141.79,522.39,27.98,11.84,1,-23.33,-0.93,62.0,21.33
1.17,1, white car,1124.94,522.3,1110.84,522.3,1139.04,522.3,28.2,11.91,1,-26.48,-0.83,-105.0,3.33
1.2,1, white car,1121.98,522.24,1107.86,522.24,1136.09,522.24,28.22,11.9,1,-27.41,-0.56,-31.0,9.0
1.23,1, white car,1119.14,522.3,1105.05,522.3,1133.24,522.3,28.19,11.88,1,-26.3,0.56,37.0,37.33
1.27,1, white car,1116.58,522.09,1102.56,522.09,1130.59,522.09,28.04,11.79,1,-23.7,-1.94,86.67,-83.33
1.3,1, white car,1113.71,522.0,1099.7,522.0,1127.71,522.0,28.01,11.77,1,-26.57,-0.83,-95.67,37.0
1.33,1, white car,1110.79,522.09,1096.68,522.09,1124.91,522.09,28.24,11.85,1,-27.04,0.83,-15.67,55.33
