frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
0.0,3, white car,1065.67,509.76,1094.01,522.23,1079.84,515.99,1065.67,515.99,1094.01,515.99,28.34,12.47,1
0.03,3, white car,1063.56,509.5,1092.25,522.13,1077.91,515.82,1063.56,515.82,1092.25,515.82,28.69,12.63,1
0.07,3, white car,1062.03,509.52,1090.33,521.97,1076.18,515.74,1062.03,515.74,1090.33,515.74,28.3,12.45,1
0.1,3, white car,1060.28,509.41,1088.5,521.82,1074.39,515.61,1060.28,515.61,1088.5,515.61,28.22,12.41,1
0.13,3, white car,1058.49,509.22,1086.6,521.58,1072.55,515.4,1058.49,515.4,1086.6,515.4,28.11,12.36,1
0.17,3, white car,1056.25,509.45,1084.27,521.76,1070.26,515.61,1056.25,515.61,1084.27,515.61,28.02,12.31,1
0.2,3, white car,1054.25,509.49,1082.09,521.7,1068.17,515.6,1054.25,515.6,1082.09,515.6,27.84,12.22,1
0.23,3, white car,1052.22,509.42,1079.92,521.59,1066.07,515.51,1052.22,515.51,1079.92,515.51,27.71,12.17,1
0.27,3, white car,1049.98,509.38,1077.96,521.68,1063.97,515.53,1049.98,515.53,1077.96,515.53,27.98,12.3,1
0.3,3, white car,1048.12,509.5,1075.79,521.66,1061.95,515.58,1048.12,515.58,1075.79,515.58,27.68,12.16,1
0.33,3, white car,1045.88,509.44,1073.54,521.58,1059.71,515.51,1045.88,515.51,1073.54,515.51,27.66,12.14,1
0.37,3, white car,1043.78,509.28,1071.6,521.49,1057.69,515.39,1043.78,515.39,1071.6,515.39,27.82,12.2,1
0.4,3, white car,1041.69,509.45,1069.06,521.44,1055.37,515.44,1041.69,515.44,1069.06,515.44,27.38,11.99,1
0.43,3, white car,1039.43,509.41,1066.73,521.35,1053.08,515.38,1039.43,515.38,1066.73,515.38,27.31,11.94,1
0.47,3, white car,1037.48,509.22,1065.07,521.31,1051.28,515.27,1037.48,515.27,1065.07,515.27,27.59,12.09,1
0.5,3, white car,1035.41,509.14,1063.36,521.39,1049.38,515.26,1035.41,515.26,1063.36,515.26,27.95,12.25,1
0.53,3, white car,1033.86,509.21,1061.27,521.21,1047.57,515.21,1033.86,515.21,1061.27,515.21,27.42,12.0,1
0.57,3, white car,1031.77,509.01,1059.04,520.92,1045.41,514.96,1031.77,514.96,1059.04,514.96,27.27,11.91,1
0.6,3, white car,1029.49,508.86,1057.24,520.99,1043.36,514.93,1029.49,514.93,1057.24,514.93,27.76,12.12,1
0.63,3, white car,1027.28,509.01,1055.08,521.14,1041.18,515.07,1027.28,515.07,1055.08,515.07,27.8,12.13,1
0.67,3, white car,1024.94,509.06,1052.77,521.19,1038.85,515.13,1024.94,515.13,1052.77,515.13,27.83,12.13,1
0.7,3, white car,1022.59,508.8,1051.05,521.23,1036.82,515.02,1022.59,515.02,1051.05,515.02,28.46,12.43,1
0.73,3, white car,1020.48,508.82,1048.98,521.27,1034.73,515.05,1020.48,515.05,1048.98,515.05,28.51,12.45,1
