frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
0.0,1, white car,271.57,514.28,298.35,526.16,284.96,520.22,271.57,520.22,298.35,520.22,26.78,11.87,3
0.03,1, white car,271.51,514.28,298.4,526.2,284.95,520.24,271.51,520.24,298.4,520.24,26.89,11.92,3
0.07,1, white car,271.53,514.28,298.36,526.18,284.95,520.23,271.53,520.23,298.36,520.23,26.83,11.9,3
0.1,1, white car,271.52,514.28,298.37,526.19,284.95,520.23,271.52,520.23,298.37,520.23,26.85,11.91,3
0.13,1, white car,271.55,514.26,298.45,526.19,285.0,520.23,271.55,520.23,298.45,520.23,26.91,11.93,3
0.17,1, white car,271.52,514.23,298.5,526.2,285.01,520.22,271.52,520.22,298.5,520.22,26.98,11.97,3
0.2,1, white car,271.54,514.22,298.52,526.2,285.03,520.21,271.54,520.21,298.52,520.21,26.99,11.97,3
0.23,1, white car,271.51,514.2,298.56,526.21,285.03,520.2,271.51,520.2,298.56,520.2,27.05,12.01,3
0.27,1, white car,271.46,514.18,298.56,526.23,285.01,520.21,271.46,520.21,298.56,520.21,27.11,12.04,3
0.3,1, white car,271.48,514.18,298.6,526.24,285.04,520.21,271.48,520.21,298.6,520.21,27.12,12.05,3
0.33,1, white car,271.45,514.17,298.5,526.21,284.97,520.19,271.45,520.19,298.5,520.19,27.05,12.04,3
0.37,1, white car,271.45,514.17,298.43,526.19,284.94,520.18,271.45,520.18,298.43,520.18,26.98,12.02,3
0.4,1, white car,271.47,514.17,298.43,526.19,284.95,520.18,271.47,520.18,298.43,520.18,26.96,12.02,3
0.43,1, white car,271.48,514.19,298.4,526.2,284.94,520.2,271.48,520.2,298.4,520.2,26.92,12.01,3
0.47,1, white car,271.52,514.19,298.38,526.18,284.95,520.19,271.52,520.19,298.38,520.19,26.87,11.99,3
0.5,1, white car,271.51,514.19,298.38,526.19,284.94,520.19,271.51,520.19,298.38,520.19,26.87,12.0,3
0.53,1, white car,271.55,514.21,298.34,526.18,284.94,520.2,271.55,520.2,298.34,520.2,26.79,11.97,3
0.57,1, white car,271.59,514.23,298.31,526.17,284.95,520.2,271.59,520.2,298.31,520.2,26.72,11.94,3
0.6,1, white car,271.58,514.24,298.33,526.2,284.95,520.22,271.58,520.22,298.33,520.22,26.75,11.96,3
0.63,1, white car,271.58,514.2,298.36,526.18,284.97,520.19,271.58,520.19,298.36,520.19,26.78,11.98,3
0.67,1, white car,271.55,514.21,298.39,526.21,284.97,520.21,271.55,520.21,298.39,520.21,26.84,12.01,3
0.7,1, white car,271.57,514.18,298.45,526.21,285.01,520.2,271.57,520.2,298.45,520.2,26.88,12.03,3
0.73,1, white car,271.58,514.18,298.46,526.22,285.02,520.2,271.58,520.2,298.46,520.2,26.88,12.04,3
0.77,1, white car,271.6,514.2,298.46,526.24,285.03,520.22,271.6,520.22,298.46,520.22,26.86,12.04,3
0.8,1, white car,271.63,514.18,298.5,526.24,285.07,520.21,271.63,520.21,298.5,520.21,26.88,12.06,3
0.83,1, white car,271.57,514.18,298.52,526.28,285.05,520.23,271.57,520.23,298.52,520.23,26.95,12.1,3
0.87,1, white car,271.52,514.17,298.55,526.32,285.03,520.24,271.52,520.24,298.55,520.24,27.03,12.15,3
0.9,1, white car,271.56,514.15,298.64,526.33,285.1,520.24,271.56,520.24,298.64,520.24,27.07,12.18,3
0.93,1, white car,271.52,514.15,298.65,526.37,285.08,520.26,271.52,520.26,298.65,520.26,27.14,12.22,3
0.97,1, white car,271.38,514.05,298.86,526.45,285.12,520.25,271.38,520.25,298.86,520.25,27.48,12.4,3
1.0,1, white car,271.3,514.01,298.9,526.49,285.1,520.25,271.3,520.25,298.9,520.25,27.61,12.48,3
1.03,1, white car,271.25,513.99,298.91,526.52,285.08,520.26,271.25,520.26,298.91,520.26,27.66,12.53,3
