frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
0.0,1, white car,121.2,512.72,147.82,525.72,134.51,519.22,121.2,519.22,147.82,519.22,26.62,13.0,2
0.03,1, white car,119.57,512.7,146.07,525.64,132.82,519.17,119.57,519.17,146.07,519.17,26.5,12.94,2
0.07,1, white car,117.85,512.7,143.87,525.42,130.86,519.06,117.85,519.06,143.87,519.06,26.02,12.71,2
0.1,1, white car,114.89,512.55,140.35,524.95,127.62,518.75,114.89,518.75,140.35,518.75,25.46,12.41,2
0.13,1, white car,111.94,512.41,137.54,524.84,124.74,518.62,111.94,518.62,137.54,518.62,25.59,12.43,2
0.17,1, white car,108.6,512.54,134.4,525.01,121.5,518.78,108.6,518.78,134.4,518.78,25.8,12.48,2
0.2,1, white car,105.89,512.71,131.92,525.26,118.91,518.98,105.89,518.98,131.92,518.98,26.03,12.55,2
0.23,1, white car,103.89,512.68,129.61,525.06,116.75,518.87,103.89,518.87,129.61,518.87,25.72,12.38,2
0.27,1, white car,101.68,512.68,127.48,525.08,114.58,518.88,101.68,518.88,127.48,518.88,25.8,12.4,2
0.3,1, white car,98.85,512.53,125.17,525.15,112.01,518.84,98.85,518.84,125.17,518.84,26.32,12.62,2
0.33,1, white car,96.0,512.33,122.43,524.99,109.21,518.66,96.0,518.66,122.43,518.66,26.43,12.66,2
0.37,1, white car,93.42,512.4,119.77,524.97,106.6,518.68,93.42,518.68,119.77,518.68,26.35,12.57,2
0.4,1, white car,91.11,512.08,117.66,524.72,104.38,518.4,91.11,518.4,117.66,518.4,26.55,12.64,2
0.43,1, white car,88.9,512.16,115.29,524.7,102.09,518.43,88.9,518.43,115.29,518.43,26.39,12.54,2
0.47,1, white car,85.95,511.88,113.18,524.82,99.57,518.35,85.95,518.35,113.18,518.35,27.23,12.94,2
0.5,1, white car,83.39,511.69,110.93,524.75,97.16,518.22,83.39,518.22,110.93,518.22,27.54,13.07,2
0.53,1, white car,80.56,511.45,108.33,524.62,94.44,518.04,80.56,518.04,108.33,518.04,27.77,13.16,2
0.57,1, white car,77.73,511.34,105.75,524.63,91.74,517.98,77.73,517.98,105.75,517.98,28.02,13.29,2
0.6,1, white car,75.21,511.32,103.21,524.62,89.21,517.97,75.21,517.97,103.21,517.97,28.0,13.3,2
0.63,1, white car,72.89,511.07,101.18,524.51,87.03,517.79,72.89,517.79,101.18,517.79,28.29,13.44,2
0.67,1, white car,70.8,511.0,98.75,524.29,84.77,517.65,70.8,517.65,98.75,517.65,27.95,13.29,2
0.7,1, white car,68.51,511.03,96.01,524.14,82.26,517.59,68.51,517.59,96.01,517.59,27.5,13.11,2
0.73,1, white car,66.1,510.8,93.7,523.95,79.9,517.37,66.1,517.37,93.7,517.37,27.6,13.15,2
0.77,1, white car,63.8,510.76,91.36,523.89,77.58,517.33,63.8,517.33,91.36,517.33,27.56,13.13,2
0.8,1, white car,61.6,510.72,88.88,523.71,75.24,517.21,61.6,517.21,88.88,517.21,27.29,12.99,2
0.83,1, white car,59.54,510.59,86.84,523.59,73.19,517.09,59.54,517.09,86.84,517.09,27.29,13.0,2
0.87,1, white car,56.97,510.72,84.32,523.76,70.65,517.24,56.97,517.24,84.32,517.24,27.35,13.05,2
0.9,1, white car,54.49,510.71,81.59,523.65,68.04,517.18,54.49,517.18,81.59,517.18,27.11,12.94,2
0.93,1, white car,51.7,510.64,78.78,523.56,65.24,517.1,51.7,517.1,78.78,517.1,27.08,12.92,2
0.97,1, white car,49.22,510.56,76.44,523.55,62.83,517.06,49.22,517.06,76.44,517.06,27.22,12.99,2
1.0,1, white car,46.96,510.37,73.97,523.24,60.46,516.81,46.96,516.81,73.97,516.81,27.01,12.87,2
1.03,1, white car,44.76,510.35,71.85,523.28,58.3,516.82,44.76,516.82,71.85,516.82,27.09,12.93,2
1.07,1, white car,42.0,510.2,69.07,523.12,55.54,516.66,42.0,516.66,69.07,516.66,27.07,12.92,2
1.1,1, white car,39.28,509.87,66.54,522.86,52.91,516.37,39.28,516.37,66.54,516.37,27.26,13.0,2
1.13,1, white car,36.5,509.68,64.39,522.95,50.45,516.32,36.5,516.32,64.39,516.32,27.88,13.28,2
1.17,1, white car,34.34,509.59,62.35,522.91,48.34,516.25,34.34,516.25,62.35,516.25,28.02,13.32,2
1.2,1, white car,32.1,509.51,59.93,522.71,46.01,516.11,32.1,516.11,59.93,516.11,27.84,13.2,2
1.23,1, white car,29.96,509.57,57.47,522.6,43.72,516.09,29.96,516.09,57.47,516.09,27.51,13.02,2
1.27,1, white car,27.48,509.36,54.95,522.42,41.21,515.89,27.48,515.89,54.95,515.89,27.47,13.06,2
1.3,1, white car,25.14,509.18,52.62,522.27,38.88,515.72,25.14,515.72,52.62,515.72,27.48,13.09,2
1.33,1, white car,22.63,509.0,50.33,522.22,36.48,515.61,22.63,515.61,50.33,515.61,27.7,13.22,2
1.37,1, white car,20.28,508.98,48.04,522.24,34.16,515.61,20.28,515.61,48.04,515.61,27.76,13.26,2
1.4,1, white car,18.08,508.92,45.6,522.03,31.84,515.48,18.08,515.48,45.6,515.48,27.52,13.11,2
1.43,1, white car,15.8,508.89,43.17,521.93,29.49,515.41,15.8,515.41,43.17,515.41,27.37,13.04,2
1.47,1, white car,13.59,508.91,40.67,521.83,27.13,515.37,13.59,515.37,40.67,515.37,27.08,12.91,2
1.5,1, white car,11.41,508.96,38.5,521.9,24.95,515.43,11.41,515.43,38.5,515.43,27.09,12.94,2
1.53,1, white car,8.99,508.84,36.03,521.75,22.51,515.29,8.99,515.29,36.03,515.29,27.04,12.92,2
1.57,1, white car,6.56,508.6,33.96,521.72,20.26,515.16,6.56,515.16,33.96,515.16,27.41,13.12,2
1.6,1, white car,4.26,508.52,31.64,521.62,17.95,515.07,4.26,515.07,31.64,515.07,27.37,13.1,2
1.63,1, white car,1.8,508.47,28.98,521.45,15.39,514.96,1.8,514.96,28.98,514.96,27.18,12.98,2
1.67,1, white car,0.24,508.51,26.85,521.21,13.55,514.86,0.24,514.86,26.85,514.86,26.61,12.7,2
1.7,1, white car,0.0,508.39,24.86,520.74,12.43,514.57,0.0,514.57,24.86,514.57,24.86,12.35,2
1.73,1, white car,0.0,508.38,23.37,520.65,11.69,514.52,0.0,514.52,23.37,514.52,23.37,12.28,2
