frame,ID,car_type,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane,v_x,v_y,a_x,a_y
0.0,1, white car,565.79,487.75,551.06,487.75,580.52,487.75,29.46,13.75,1,0.0,0.0,0.0,0.0
0.03,1, white car,564.61,487.54,549.99,487.54,579.23,487.54,29.24,13.64,1,-10.93,-1.94,0.0,0.0
0.07,1, white car,563.46,487.42,548.91,487.42,578.01,487.42,29.1,13.57,1,-10.65,-1.11,9.33,27.67
0.1,1, white car,562.02,487.16,547.61,487.16,576.43,487.16,28.82,13.43,1,-13.33,-2.41,-89.33,-43.33
0.13,1, white car,560.46,487.08,546.15,487.08,574.78,487.08,28.63,13.31,1,-14.44,-0.74,-37.0,55.67
0.17,1, white car,559.28,486.94,544.81,486.94,573.74,486.94,28.93,13.41,1,-10.93,-1.3,117.0,-18.67
0.2,1, white car,557.97,486.82,543.25,486.82,572.69,486.82,29.44,13.64,1,-12.13,-1.11,-40.0,6.33
0.23,1, white car,556.81,486.69,541.96,486.69,571.66,486.69,29.69,13.76,1,-10.74,-1.2,46.33,-3.0
0.27,1, white car,555.71,486.68,540.78,486.68,570.64,486.68,29.86,13.82,1,-10.19,-0.09,18.33,37.0
0.3,1, white car,554.84,486.44,539.62,486.44,570.07,486.44,30.45,14.08,1,-8.06,-2.22,71.0,-71.0
0.33,1, white car,553.27,486.4,538.19,486.4,568.35,486.4,30.16,13.91,1,-14.54,-0.37,-216.0,61.67
0.37,1, white car,551.94,486.34,536.99,486.34,566.9,486.34,29.91,13.76,1,-12.31,-0.56,74.33,-6.33
0.4,1, white car,550.37,486.17,535.61,486.17,565.14,486.17,29.53,13.56,1,-14.54,-1.57,-74.33,-33.67
0.43,1, white car,549.15,485.99,534.58,485.99,563.72,485.99,29.14,13.33,1,-11.3,-1.67,108.0,-3.33
0.47,1, white car,547.68,485.7,533.06,485.7,562.31,485.7,29.26,13.31,1,-13.61,-2.69,-77.0,-34.0
0.5,1, white car,546.47,485.41,531.66,485.41,561.29,485.41,29.63,13.41,1,-11.2,-2.69,80.33,0.0
0.53,1, white car,545.19,485.23,530.04,485.23,560.34,485.23,30.31,13.69,1,-11.85,-1.67,-21.67,34.0
0.57,1, white car,543.69,485.01,528.09,485.01,559.28,485.01,31.2,14.1,1,-13.89,-2.04,-68.0,-12.33
0.6,1, white car,542.48,484.75,526.83,484.75,558.14,484.75,31.31,14.14,1,-11.2,-2.41,89.67,-12.33
0.63,1, white car,541.4,484.78,525.62,484.78,557.18,484.78,31.56,14.23,1,-10.0,0.28,40.0,89.67
