frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
0.0,4, white car,584.93,513.55,615.07,527.19,600.0,520.37,584.93,520.37,615.07,520.37,30.15,13.64,2
0.03,4, white car,583.9,513.62,613.84,527.17,598.87,520.39,583.9,520.39,613.84,520.39,29.94,13.54,2
0.07,4, white car,582.44,513.54,612.19,526.99,597.32,520.27,582.44,520.27,612.19,520.27,29.75,13.45,2
0.1,4, white car,581.17,513.61,610.93,527.05,596.05,520.33,581.17,520.33,610.93,520.33,29.76,13.45,2
0.13,4, white car,579.81,513.79,609.2,527.05,594.5,520.42,579.81,520.42,609.2,520.42,29.39,13.25,2
0.17,4, white car,578.78,513.79,607.6,526.77,593.19,520.28,578.78,520.28,607.6,520.28,28.82,12.97,2
0.2,4, white car,577.58,513.84,606.22,526.7,591.9,520.27,577.58,520.27,606.22,520.27,28.64,12.86,2
0.23,4, white car,576.3,513.78,604.83,526.55,590.57,520.17,576.3,520.17,604.83,520.17,28.53,12.77,2
0.27,4, white car,575.12,513.66,603.79,526.45,589.46,520.06,575.12,520.06,603.79,520.06,28.68,12.79,2
0.3,4, white car,573.26,513.37,602.68,526.46,587.97,519.92,573.26,519.92,602.68,519.92,29.42,13.1,2
0.33,4, white car,571.85,513.33,601.13,526.37,586.49,519.85,571.85,519.85,601.13,519.85,29.28,13.04,2
0.37,4, white car,570.13,513.23,599.74,526.41,584.94,519.82,570.13,519.82,599.74,519.82,29.61,13.19,2
0.4,4, white car,568.75,513.16,598.39,526.35,583.57,519.75,568.75,519.75,598.39,519.75,29.64,13.19,2
0.43,4, white car,567.63,513.23,597.26,526.4,582.44,519.82,567.63,519.82,597.26,519.82,29.63,13.18,2
0.47,4, white car,566.1,513.2,595.8,526.39,580.95,519.8,566.1,519.8,595.8,519.8,29.7,13.19,2
0.5,4, white car,564.85,513.25,594.2,526.26,579.52,519.75,564.85,519.75,594.2,519.75,29.35,13.01,2
0.53,4, white car,563.48,513.21,592.73,526.16,578.11,519.69,563.48,519.69,592.73,519.69,29.25,12.94,2
0.57,4, white car,562.14,513.1,591.34,525.98,576.74,519.54,562.14,519.54,591.34,519.54,29.2,12.88,2
0.6,4, white car,560.83,512.97,590.18,525.89,575.5,519.43,560.83,519.43,590.18,519.43,29.35,12.93,2
0.63,4, white car,559.12,512.79,588.96,525.93,574.04,519.36,559.12,519.36,588.96,519.36,29.85,13.14,2
0.67,4, white car,557.79,512.68,587.84,525.93,572.81,519.3,557.79,519.3,587.84,519.3,30.05,13.24,2
0.7,4, white car,556.16,512.64,586.57,526.07,571.37,519.35,556.16,519.35,586.57,519.35,30.41,13.43,2
0.73,4, white car,554.88,512.58,585.21,525.99,570.05,519.29,554.88,519.29,585.21,519.29,30.34,13.41,2
0.77,4, white car,553.71,512.63,583.7,525.87,568.71,519.25,553.71,519.25,583.7,519.25,29.99,13.25,2
0.8,4, white car,552.64,512.61,582.32,525.7,567.48,519.15,552.64,519.15,582.32,519.15,29.68,13.09,2
0.83,4, white car,551.46,512.56,580.77,525.46,566.11,519.01,551.46,519.01,580.77,519.01,29.31,12.9,2
0.87,4, white car,550.04,512.59,579.22,525.39,564.63,518.99,550.04,518.99,579.22,518.99,29.18,12.8,2
0.9,4, white car,548.8,512.57,577.95,525.33,563.37,518.95,548.8,518.95,577.95,518.95,29.15,12.75,2
0.93,4, white car,547.38,512.4,576.55,525.13,561.96,518.77,547.38,518.77,576.55,518.77,29.17,12.73,2
0.97,4, white car,546.2,512.17,575.48,524.91,560.84,518.54,546.2,518.54,575.48,518.54,29.28,12.74,2
1.0,4, white car,544.8,511.99,574.25,524.79,559.52,518.39,544.8,518.39,574.25,518.39,29.45,12.8,2
