frame,ID,car_type,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane,v_x,v_y,a_x,a_y
0.0,2, white car,43.21,417.95,27.67,417.95,58.75,417.95,31.08,15.41,2,0.0,0.0,0.0,0.0
0.03,2, white car,41.84,417.66,26.14,417.66,57.54,417.66,31.4,15.57,2,-12.69,-2.69,0.0,0.0
0.07,2, white car,39.45,417.05,23.41,417.05,55.49,417.05,32.08,15.93,2,-22.13,-5.65,-314.67,-98.67
0.1,2, white car,37.43,416.65,21.1,416.65,53.75,416.65,32.65,16.26,2,-18.7,-3.7,114.33,65.0
0.13,2, white car,35.84,416.39,19.41,416.39,52.26,416.39,32.85,16.4,2,-14.72,-2.41,132.67,43.0
0.17,2, white car,33.96,416.15,17.59,416.15,50.33,416.15,32.74,16.39,2,-17.41,-2.22,-89.67,6.33
0.2,2, white car,31.83,415.75,15.51,415.75,48.15,415.75,32.63,16.38,2,-19.72,-3.7,-77.0,-49.33
0.23,2, white car,29.93,415.4,13.77,415.4,46.1,415.4,32.33,16.26,2,-17.59,-3.24,71.0,15.33
0.27,2, white car,27.95,415.11,12.07,415.11,43.83,415.11,31.76,15.98,2,-18.33,-2.69,-24.67,18.33
0.3,2, white car,26.03,414.86,9.99,414.86,42.07,414.86,32.08,16.15,2,-17.78,-2.31,18.33,12.67
0.33,2, white car,24.04,414.5,8.01,414.5,40.07,414.5,32.06,16.16,2,-18.43,-3.33,-21.67,-34.0
0.37,2, white car,22.28,414.32,6.06,414.32,38.51,414.32,32.45,16.39,2,-16.3,-1.67,71.0,55.33
0.4,2, white car,20.73,414.11,4.73,414.11,36.73,414.11,32.0,16.25,2,-14.35,-1.94,65.0,-9.0
0.43,2, white car,19.23,413.85,3.68,413.85,34.79,413.85,31.11,15.88,2,-13.89,-2.41,15.33,-15.67
0.47,2, white car,16.99,413.71,1.71,413.71,32.26,413.71,30.56,15.62,2,-20.74,-1.3,-228.33,37.0
0.5,2, white car,14.98,413.32,0.0,413.32,29.95,413.32,29.95,15.62,2,-18.61,-3.61,71.0,-77.0
0.53,2, white car,14.19,412.96,0.0,412.96,28.39,412.96,28.39,15.45,2,-7.31,-3.33,376.67,9.33
0.57,2, white car,13.49,412.64,0.0,412.64,26.99,412.64,26.99,15.26,2,-6.48,-2.96,27.67,12.33
