frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
0.0,7, white car,344.57,472.8,372.92,487.78,358.74,480.29,344.57,480.29,372.92,480.29,28.35,14.98,3
0.03,7, white car,343.62,472.7,370.98,487.14,357.3,479.92,343.62,479.92,370.98,479.92,27.35,14.44,3
0.07,7, white car,342.07,472.48,369.08,486.73,355.57,479.6,342.07,479.6,369.08,479.6,27.0,14.25,3
0.1,7, white car,339.91,472.27,366.87,486.48,353.39,479.37,339.91,479.37,366.87,479.37,26.96,14.21,3
0.13,7, white car,338.09,472.03,365.54,486.49,351.81,479.26,338.09,479.26,365.54,479.26,27.44,14.46,3
0.17,7, white car,336.41,471.88,363.73,486.26,350.07,479.07,336.41,479.07,363.73,479.07,27.32,14.38,3
0.2,7, white car,334.8,471.77,361.8,485.98,348.3,478.87,334.8,478.87,361.8,478.87,27.0,14.2,3
0.23,7, white car,332.79,471.49,359.99,485.78,346.39,478.64,332.79,478.64,359.99,478.64,27.21,14.29,3
0.27,7, white car,331.03,471.28,358.31,485.57,344.67,478.42,331.03,478.42,358.31,478.42,27.28,14.29,3
0.3,7, white car,329.48,471.1,356.72,485.32,343.1,478.21,329.48,478.21,356.72,478.21,27.24,14.22,3
0.33,7, white car,328.16,471.03,355.13,485.03,341.65,478.03,328.16,478.03,355.13,478.03,26.96,14.0,3
0.37,7, white car,326.6,470.73,353.9,484.83,340.25,477.78,326.6,477.78,353.9,477.78,27.3,14.1,3
0.4,7, white car,325.17,470.56,352.76,484.71,338.97,477.63,325.17,477.63,352.76,477.63,27.59,14.15,3
0.43,7, white car,323.43,470.33,351.18,484.49,337.31,477.41,323.43,477.41,351.18,477.41,27.75,14.16,3
0.47,7, white car,321.59,470.15,349.08,484.13,335.34,477.14,321.59,477.14,349.08,477.14,27.49,13.97,3
0.5,7, white car,319.48,470.15,346.47,483.84,332.97,476.99,319.48,476.99,346.47,476.99,26.99,13.69,3
0.53,7, white car,317.81,469.87,344.55,483.42,331.18,476.65,317.81,476.65,344.55,476.65,26.74,13.55,3
0.57,7, white car,315.73,469.41,342.93,483.18,329.33,476.3,315.73,476.3,342.93,476.3,27.19,13.77,3
0.6,7, white car,314.04,469.04,341.53,482.94,327.79,475.99,314.04,475.99,341.53,475.99,27.49,13.91,3
0.63,7, white car,312.43,468.84,340.01,482.81,326.22,475.83,312.43,475.83,340.01,475.83,27.58,13.97,3
0.67,7, white car,310.75,468.57,338.59,482.69,324.67,475.63,310.75,475.63,338.59,475.63,27.83,14.13,3
0.7,7, white car,308.79,468.26,336.46,482.33,322.62,475.3,308.79,475.3,336.46,475.3,27.66,14.07,3
0.73,7, white car,307.0,467.92,334.64,481.96,320.82,474.94,307.0,474.94,334.64,474.94,27.63,14.04,3
0.77,7, white car,305.24,467.53,333.34,481.8,319.29,474.66,305.24,474.66,333.34,474.66,28.1,14.27,3
0.8,7, white car,303.91,467.54,331.8,481.69,317.85,474.62,303.91,474.62,331.8,474.62,27.88,14.15,3
0.83,7, white car,302.04,467.45,330.17,481.71,316.1,474.58,302.04,474.58,330.17,474.58,28.13,14.26,3
0.87,7, white car,300.51,467.37,328.49,481.53,314.5,474.45,300.51,474.45,328.49,474.45,27.98,14.16,3
0.9,7, white car,298.9,467.06,327.5,481.51,313.2,474.29,298.9,474.29,327.5,474.29,28.59,14.46,3
0.93,7, white car,297.26,466.97,326.02,481.52,311.64,474.25,297.26,474.25,326.02,474.25,28.76,14.55,3
0.97,7, white car,295.47,466.8,324.17,481.38,309.82,474.09,295.47,474.09,324.17,474.09,28.7,14.58,3
1.0,7, white car,294.04,466.47,322.18,480.81,308.11,473.64,294.04,473.64,322.18,473.64,28.14,14.34,3
1.03,7, white car,292.91,466.04,321.24,480.48,307.07,473.26,292.91,473.26,321.24,473.26,28.33,14.43,3
1.07,7, white car,291.43,465.78,319.75,480.24,305.59,473.01,291.43,473.01,319.75,473.01,28.32,14.46,3
1.1,7, white car,289.83,465.43,318.23,479.97,304.03,472.7,289.83,472.7,318.23,472.7,28.4,14.54,3
1.13,7, white car,288.29,465.27,316.47,479.71,302.38,472.49,288.29,472.49,316.47,472.49,28.18,14.43,3
1.17,7, white car,287.04,465.4,314.67,479.51,300.86,472.45,287.04,472.45,314.67,472.45,27.63,14.11,3
1.2,7, white car,285.63,465.35,313.07,479.32,299.35,472.34,285.63,472.34,313.07,472.34,27.45,13.97,3
1.23,7, white car,284.02,465.04,311.38,478.96,297.7,472.0,284.02,472.0,311.38,472.0,27.36,13.92,3
1.27,7, white car,282.62,464.86,309.65,478.58,296.13,471.72,282.62,471.72,309.65,471.72,27.03,13.71,3
1.3,7, white car,280.92,464.64,307.95,478.34,294.44,471.49,280.92,471.49,307.95,471.49,27.03,13.71,3
1.33,7, white car,279.54,464.41,306.44,477.97,292.99,471.19,279.54,471.19,306.44,471.19,26.9,13.56,3
1.37,7, white car,278.46,464.35,305.14,477.72,291.8,471.03,278.46,471.03,305.14,471.03,26.68,13.38,3
1.4,7, white car,276.79,464.34,303.59,477.74,290.19,471.04,276.79,471.04,303.59,471.04,26.8,13.4,3
1.43,7, white car,275.23,464.46,302.01,477.8,288.62,471.13,275.23,471.13,302.01,471.13,26.78,13.34,3
1.47,7, white car,274.05,464.09,301.21,477.61,287.63,470.85,274.05,470.85,301.21,470.85,27.16,13.51,3
1.5,7, white car,272.25,463.84,299.94,477.61,286.1,470.73,272.25,470.73,299.94,470.73,27.69,13.77,3
1.53,7, white car,270.99,463.87,298.55,477.54,284.77,470.71,270.99,470.71,298.55,470.71,27.56,13.67,3
1.57,7, white car,269.44,463.33,297.43,477.24,283.44,470.28,269.44,470.28,297.43,470.28,27.99,13.91,3
1.6,7, white car,267.57,462.98,296.04,477.14,281.81,470.06,267.57,470.06,296.04,470.06,28.47,14.16,3
1.63,7, white car,266.54,462.72,294.68,476.71,280.61,469.72,266.54,469.72,294.68,469.72,28.14,13.99,3
1.67,7, white car,265.38,462.51,293.43,476.4,279.4,469.45,265.38,469.45,293.43,469.45,28.05,13.89,3
1.7,7, white car,263.74,462.29,292.07,476.3,277.9,469.3,263.74,469.3,292.07,469.3,28.33,14.0,3
1.73,7, white car,262.43,462.14,290.56,476.01,276.5,469.07,262.43,469.07,290.56,469.07,28.13,13.86,3
1.77,7, white car,260.99,462.03,289.09,475.83,275.04,468.93,260.99,468.93,289.09,468.93,28.1,13.8,3
1.8,7, white car,259.83,461.88,288.06,475.7,273.95,468.79,259.83,468.79,288.06,468.79,28.23,13.81,3
1.83,7, white car,258.21,461.73,286.56,475.56,272.39,468.64,258.21,468.64,286.56,468.64,28.35,13.82,3
