frame,ID,car_type,x1,y1,x2,y2,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane
0.0,3, white car,9.04,509.81,37.36,522.16,23.2,515.98,9.04,515.98,37.36,515.98,28.33,12.34,2
0.03,3, white car,7.64,509.86,35.45,521.98,21.54,515.92,7.64,515.92,35.45,515.92,27.82,12.12,2
0.07,3, white car,5.0,509.53,33.15,521.8,19.07,515.67,5.0,515.67,33.15,515.67,28.15,12.27,2
0.1,3, white car,2.1,509.2,31.0,521.8,16.55,515.5,2.1,515.5,31.0,515.5,28.9,12.6,2
0.13,3, white car,0.0,508.74,29.28,521.69,14.64,515.21,0.0,515.21,29.28,515.21,29.28,12.95,2
0.17,3, white car,0.0,508.75,26.85,521.39,13.43,515.07,0.0,515.07,26.85,515.07,26.85,12.64,2
0.2,3, white car,0.0,508.78,25.41,521.15,12.7,514.97,0.0,514.97,25.41,514.97,25.41,12.37,2
0.23,3, white car,0.0,509.13,24.23,521.52,12.11,515.32,0.0,515.32,24.23,515.32,24.23,12.39,2
0.27,3, white car,0.0,509.15,22.85,521.68,11.43,515.41,0.0,515.41,22.85,515.41,22.85,12.53,2
0.3,3, white car,0.0,508.91,21.36,521.42,10.68,515.16,0.0,515.16,21.36,515.16,21.36,12.52,2
0.33,3, white car,0.0,508.52,19.89,521.17,9.95,514.84,0.0,514.84,19.89,514.84,19.89,12.65,2
0.0,4, white car,74.26,526.89,103.03,540.14,88.64,533.52,74.26,533.52,103.03,533.52,28.78,13.24,3
0.03,4, white car,74.44,526.97,102.9,540.07,88.67,533.52,74.44,533.52,102.9,533.52,28.46,13.1,3
0.07,4, white car,74.22,526.93,102.98,540.17,88.6,533.55,74.22,533.55,102.98,533.55,28.76,13.24,3
0.1,4, white car,74.07,526.89,103.08,540.25,88.57,533.57,74.07,533.57,103.08,533.57,29.01,13.36,3
0.13,4, white car,73.93,526.83,103.19,540.32,88.56,533.58,73.93,533.58,103.19,533.58,29.26,13.49,3
0.17,4, white car,73.91,526.84,103.19,540.34,88.55,533.59,73.91,533.59,103.19,533.59,29.28,13.5,3
0.2,4, white car,73.98,526.83,103.16,540.3,88.57,533.56,73.98,533.56,103.16,533.56,29.18,13.47,3
0.23,4, white car,73.93,526.8,103.19,540.31,88.56,533.56,73.93,533.56,103.19,533.56,29.26,13.52,3
0.27,4, white car,73.94,526.78,103.19,540.31,88.57,533.55,73.94,533.55,103.19,533.55,29.25,13.53,3
0.3,4, white car,74.0,526.77,103.22,540.3,88.61,533.54,74.0,533.54,103.22,533.54,29.22,13.54,3
0.33,4, white car,74.05,526.77,103.15,540.27,88.6,533.52,74.05,533.52,103.15,533.52,29.1,13.49,3
0.37,4, white car,74.15,526.82,103.08,540.24,88.61,533.53,74.15,533.53,103.08,533.53,28.93,13.42,3
0.4,4, white car,74.06,526.88,102.98,540.31,88.52,533.59,74.06,533.59,102.98,533.59,28.93,13.43,3
0.43,4, white car,74.0,526.88,102.97,540.34,88.48,533.61,74.0,533.61,102.97,533.61,28.97,13.46,3
0.47,4, white car,74.12,526.88,102.92,540.25,88.52,533.57,74.12,533.57,102.92,533.57,28.8,13.38,3
0.5,4, white car,74.06,526.87,102.92,540.28,88.49,533.58,74.06,533.58,102.92,533.58,28.86,13.42,3
0.53,4, white car,74.05,526.83,102.9,540.26,88.47,533.54,74.05,533.54,102.9,533.54,28.85,13.42,3
0.57,4, white car,73.94,526.77,102.95,540.29,88.44,533.53,73.94,533.53,102.95,533.53,29.0,13.52,3
