frame,ID,car_type,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane,v_x,v_y,a_x,a_y
0.0,1, white car,1375.09,546.67,1359.36,546.67,1390.83,546.67,31.46,14.69,2,0.0,0.0,0.0,0.0
0.03,1, white car,1372.42,546.59,1356.74,546.59,1388.1,546.59,31.36,14.64,2,-24.72,-0.74,0.0,0.0
0.07,1, white car,1369.68,546.56,1354.18,546.56,1385.18,546.56,31.0,14.46,2,-25.37,-0.28,-21.67,15.33
0.1,1, white car,1367.17,546.32,1351.85,546.32,1382.49,546.32,30.64,14.29,2,-23.24,-2.22,71.0,-64.67
0.13,1, white car,1364.37,546.44,1349.19,546.44,1379.54,546.44,30.35,14.15,2,-25.93,1.11,-89.67,111.0
0.17,1, white car,1361.37,546.44,1346.05,546.44,1376.68,546.44,30.63,14.27,2,-27.78,0.0,-61.67,-37.0
0.2,1, white car,1358.26,546.29,1342.9,546.29,1373.62,546.29,30.72,14.3,2,-28.8,-1.39,-34.0,-46.33
0.23,1, white car,1355.27,546.27,1339.98,546.27,1370.56,546.27,30.58,14.21,2,-27.69,-0.19,37.0,40.0
0.27,1, white car,1352.72,546.27,1337.44,546.27,1368.01,546.27,30.58,14.2,2,-23.61,0.0,136.0,6.33
0.3,1, white car,1349.96,546.25,1334.65,546.25,1365.26,546.25,30.62,14.21,2,-25.56,-0.19,-65.0,-6.33
0.33,1, white car,1347.08,546.17,1331.66,546.17,1362.5,546.17,30.84,14.33,2,-26.67,-0.74,-37.0,-18.33
0.37,1, white car,1344.14,545.98,1328.65,545.98,1359.63,545.98,30.98,14.41,2,-27.22,-1.76,-18.33,-34.0
0.4,1, white car,1341.34,545.8,1326.03,545.8,1356.65,545.8,30.62,14.22,2,-25.93,-1.67,43.0,3.0
0.43,1, white car,1338.79,545.7,1323.64,545.7,1353.95,545.7,30.3,14.04,2,-23.61,-0.93,77.33,24.67
0.47,1, white car,1336.02,545.74,1321.01,545.74,1351.03,545.74,30.02,13.9,2,-25.65,0.37,-68.0,43.33
0.5,1, white car,1333.18,545.75,1318.25,545.75,1348.11,545.75,29.86,13.81,2,-26.3,0.09,-21.67,-9.33
0.53,1, white car,1330.07,545.54,1315.23,545.54,1344.9,545.54,29.67,13.69,2,-28.8,-1.94,-83.33,-67.67
0.57,1, white car,1327.18,545.52,1312.29,545.52,1342.07,545.52,29.77,13.69,2,-26.76,-0.19,68.0,58.33
0.6,1, white car,1324.64,545.34,1309.57,545.34,1339.7,545.34,30.13,13.85,2,-23.52,-1.67,108.0,-49.33
0.63,1, white car,1321.85,545.25,1306.91,545.25,1336.78,545.25,29.87,13.73,2,-25.83,-0.83,-77.0,28.0
0.67,1, white car,1319.13,545.33,1304.21,545.33,1334.06,545.33,29.85,13.71,2,-25.19,0.74,21.33,52.33
0.7,1, white car,1316.02,545.19,1300.88,545.19,1331.16,545.19,30.28,13.91,2,-28.8,-1.3,-120.33,-68.0
0.73,1, white car,1312.81,545.16,1297.36,545.16,1328.26,545.16,30.9,14.19,2,-29.72,-0.28,-30.67,34.0
0.77,1, white car,1310.08,545.09,1294.61,545.09,1325.54,545.09,30.93,14.23,2,-25.28,-0.65,148.0,-12.33
0.8,1, white car,1307.4,545.03,1291.94,545.03,1322.86,545.03,30.92,14.27,2,-24.81,-0.56,15.67,3.0
0.83,1, white car,1304.85,545.17,1289.39,545.17,1320.3,545.17,30.91,14.31,2,-23.61,1.3,40.0,62.0
0.87,1, white car,1302.13,545.03,1286.85,545.03,1317.41,545.03,30.56,14.17,2,-25.19,-1.3,-52.67,-86.67
0.9,1, white car,1299.46,545.02,1284.3,545.02,1314.61,545.02,30.31,14.05,2,-24.72,-0.09,15.67,40.33
0.93,1, white car,1296.77,544.79,1281.88,544.79,1311.65,544.79,29.77,13.77,2,-24.91,-2.13,-6.33,-68.0
0.97,1, white car,1293.88,544.67,1279.24,544.67,1308.53,544.67,29.29,13.51,2,-26.76,-1.11,-61.67,34.0
1.0,1, white car,1291.25,544.67,1276.61,544.67,1305.89,544.67,29.28,13.51,2,-24.35,0.0,80.33,37.0
1.03,1, white car,1288.54,544.52,1274.25,544.52,1302.83,544.52,28.58,13.14,2,-25.09,-1.39,-24.67,-46.33
1.07,1, white car,1285.61,544.44,1271.47,544.44,1299.75,544.44,28.28,12.97,2,-27.13,-0.74,-68.0,21.67
1.1,1, white car,1282.93,544.14,1268.75,544.14,1297.11,544.14,28.36,12.96,2,-24.81,-2.78,77.33,-68.0
1.13,1, white car,1279.7,544.11,1265.45,544.11,1293.95,544.11,28.51,12.99,2,-29.91,-0.28,-170.0,83.33
1.17,1, white car,1276.98,544.19,1262.64,544.19,1291.31,544.19,28.67,13.06,2,-25.19,0.74,157.33,34.0
1.2,1, white car,1274.23,544.23,1259.65,544.23,1288.8,544.23,29.15,13.29,2,-25.46,0.37,-9.0,-12.33
1.23,1, white car,1271.38,544.16,1256.73,544.16,1286.03,544.16,29.3,13.35,2,-26.39,-0.65,-31.0,-34.0
1.27,1, white car,1268.68,544.01,1254.07,544.01,1283.3,544.01,29.23,13.29,2,-25.0,-1.39,46.33,-24.67
1.3,1, white car,1265.56,544.02,1250.89,544.02,1280.22,544.02,29.32,13.3,2,-28.89,0.09,-129.67,49.33
1.33,1, white car,1262.77,544.01,1247.87,544.01,1277.66,544.01,29.79,13.52,2,-25.83,-0.09,102.0,-6.0
1.37,1, white car,1260.03,543.99,1245.11,543.99,1274.94,543.99,29.83,13.54,2,-25.37,-0.19,15.33,-3.33
1.4,1, white car,1257.3,543.89,1242.34,543.89,1272.26,543.89,29.93,13.57,2,-25.28,-0.93,3.0,-24.67
1.43,1, white car,1254.67,543.62,1239.73,543.62,1269.61,543.62,29.88,13.55,2,-24.35,-2.5,31.0,-52.33
1.47,1, white car,1251.75,543.6,1236.74,543.6,1266.76,543.6,30.03,13.61,2,-27.04,-0.19,-89.67,77.0
1.5,1, white car,1248.98,543.65,1234.02,543.65,1263.93,543.65,29.91,13.57,2,-25.65,0.46,46.33,21.67
1.53,1, white car,1246.13,543.68,1231.47,543.68,1260.8,543.68,29.33,13.3,2,-26.39,0.28,-24.67,-6.0
1.57,1, white car,1243.59,543.64,1228.75,543.64,1258.43,543.64,29.67,13.45,2,-23.52,-0.37,95.67,-21.67
1.6,1, white car,1240.89,543.43,1225.96,543.43,1255.83,543.43,29.87,13.52,2,-25.0,-1.94,-49.33,-52.33
1.63,1, white car,1238.01,543.3,1222.88,543.3,1253.14,543.3,30.25,13.67,2,-26.67,-1.2,-55.67,24.67
1.67,1, white car,1234.91,543.33,1219.95,543.33,1249.87,543.33,29.92,13.5,2,-28.7,0.28,-67.67,49.33
1.7,1, white car,1232.03,543.42,1217.13,543.42,1246.92,543.42,29.79,13.42,2,-26.67,0.83,67.67,18.33
1.73,1, white car,1229.49,543.31,1214.47,543.31,1244.52,543.31,30.05,13.49,2,-23.52,-1.02,105.0,-61.67
1.77,1, white car,1226.69,543.09,1211.63,543.09,1241.74,543.09,30.11,13.51,2,-25.93,-2.04,-80.33,-34.0
1.8,1, white car,1223.95,542.95,1208.83,542.95,1239.07,542.95,30.24,13.57,2,-25.37,-1.3,18.67,24.67
1.83,1, white car,1220.95,542.89,1205.77,542.89,1236.13,542.89,30.36,13.64,2,-27.78,-0.56,-80.33,24.67
1.87,1, white car,1218.08,543.0,1203.07,543.0,1233.09,543.0,30.02,13.51,2,-26.57,1.02,40.33,52.67
1.9,1, white car,1215.43,542.85,1200.3,542.85,1230.56,542.85,30.27,13.64,2,-24.54,-1.39,67.67,-80.33
1.93,1, white car,1212.83,542.79,1197.68,542.79,1227.99,542.79,30.31,13.68,2,-24.07,-0.56,15.67,27.67
1.97,1, white car,1210.13,542.58,1194.9,542.58,1225.37,542.58,30.46,13.79,2,-25.0,-1.94,-31.0,-46.0
2.0,1, white car,1207.06,542.66,1191.8,542.66,1222.32,542.66,30.52,13.84,2,-28.43,0.74,-114.33,89.33
2.03,1, white car,1204.38,542.63,1189.06,542.63,1219.71,542.63,30.64,13.92,2,-24.81,-0.28,120.67,-34.0
2.07,1, white car,1201.79,542.22,1186.53,542.22,1217.05,542.22,30.52,13.87,2,-23.98,-3.8,27.67,-117.33
2.1,1, white car,1199.06,542.08,1184.02,542.08,1214.1,542.08,30.08,13.65,2,-25.28,-1.3,-43.33,83.33
2.13,1, white car,1196.41,541.88,1181.65,541.88,1211.17,541.88,29.51,13.37,2,-24.54,-1.85,24.67,-18.33
2.17,1, white car,1193.11,541.75,1178.33,541.75,1207.88,541.75,29.56,13.38,2,-30.56,-1.2,-200.67,21.67
2.2,1, white car,1190.21,541.75,1175.47,541.75,1204.96,541.75,29.49,13.35,2,-26.85,0.0,123.67,40.0
2.23,1, white car,1187.51,541.69,1172.69,541.69,1202.33,541.69,29.64,13.39,2,-25.0,-0.56,61.67,-18.67
2.27,1, white car,1184.64,541.74,1169.9,541.74,1199.39,541.74,29.49,13.31,2,-26.57,0.46,-52.33,34.0
2.3,1, white car,1182.0,541.69,1167.3,541.69,1196.69,541.69,29.38,13.23,2,-24.44,-0.46,71.0,-30.67
2.33,1, white car,1178.98,541.62,1164.16,541.62,1193.8,541.62,29.64,13.33,2,-27.96,-0.65,-117.33,-6.33
2.37,1, white car,1176.1,541.77,1161.16,541.77,1191.04,541.77,29.89,13.43,2,-26.67,1.39,43.0,68.0
