frame,ID,car_type,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane,v_x,v_y,a_x,a_y
0.0,3, white car,1335.28,533.2,1321.25,533.2,1349.3,533.2,28.04,12.59,1,0.0,0.0,0.0,0.0
0.03,3, white car,1333.29,533.08,1319.22,533.08,1347.37,533.08,28.15,12.64,1,-18.43,-1.11,0.0,0.0
0.07,3, white car,1330.87,532.98,1316.97,532.98,1344.77,532.98,27.81,12.49,1,-22.41,-0.93,-132.67,6.0
0.1,3, white car,1328.19,533.12,1314.03,533.12,1342.35,533.12,28.32,12.73,1,-24.81,1.3,-80.0,74.33
0.13,3, white car,1325.52,533.15,1311.29,533.15,1339.74,533.15,28.44,12.79,1,-24.72,0.28,3.0,-34.0
0.17,3, white car,1323.04,533.05,1308.96,533.05,1337.12,533.05,28.16,12.67,1,-22.96,-0.93,58.67,-40.33
0.2,3, white car,1320.65,533.16,1306.51,533.16,1334.79,533.16,28.29,12.74,1,-22.13,1.02,27.67,65.0
0.23,3, white car,1318.37,533.16,1304.14,533.16,1332.61,533.16,28.47,12.84,1,-21.11,0.0,34.0,-34.0
0.27,3, white car,1315.73,533.01,1301.57,533.01,1329.88,533.01,28.31,12.78,1,-24.44,-1.39,-111.0,-46.33
0.3,3, white car,1313.35,532.97,1299.09,532.97,1327.6,532.97,28.51,12.88,1,-22.04,-0.37,80.0,34.0
0.33,3, white car,1310.71,532.8,1296.69,532.8,1324.73,532.8,28.04,12.68,1,-24.44,-1.57,-80.0,-40.0
0.37,3, white car,1308.2,532.52,1294.36,532.52,1322.04,532.52,27.67,12.52,1,-23.24,-2.59,40.0,-34.0
0.4,3, white car,1305.93,532.45,1292.12,532.45,1319.74,532.45,27.61,12.47,1,-21.02,-0.65,74.0,64.67
0.43,3, white car,1303.51,532.52,1289.78,532.52,1317.24,532.52,27.46,12.39,1,-22.41,0.65,-46.33,43.33
0.47,3, white car,1300.98,532.31,1287.43,532.31,1314.53,532.31,27.1,12.17,1,-23.43,-1.94,-34.0,-86.33
0.5,3, white car,1298.58,532.16,1284.85,532.16,1312.31,532.16,27.45,12.3,1,-22.22,-1.39,40.33,18.33
0.53,3, white car,1296.27,532.04,1282.7,532.04,1309.84,532.04,27.14,12.15,1,-21.39,-1.11,27.67,9.33
0.57,3, white car,1293.69,531.86,1280.07,531.86,1307.31,531.86,27.23,12.18,1,-23.89,-1.67,-83.33,-18.67
0.6,3, white car,1291.53,531.86,1277.7,531.86,1305.36,531.86,27.66,12.36,1,-20.0,0.0,129.67,55.67
0.63,3, white car,1288.96,531.71,1275.16,531.71,1302.76,531.71,27.6,12.35,1,-23.8,-1.39,-126.67,-46.33
0.67,3, white car,1286.35,531.63,1272.54,531.63,1300.17,531.63,27.63,12.37,1,-24.17,-0.74,-12.33,21.67
0.7,3, white car,1284.02,531.58,1270.11,531.58,1297.93,531.58,27.82,12.46,1,-21.57,-0.46,86.67,9.33
0.73,3, white car,1281.76,531.5,1267.86,531.5,1295.65,531.5,27.79,12.46,1,-20.93,-0.74,21.33,-9.33
0.77,3, white car,1279.27,531.36,1265.48,531.36,1293.06,531.36,27.58,12.35,1,-23.06,-1.3,-71.0,-18.67
0.8,3, white car,1277.02,531.45,1263.18,531.45,1290.85,531.45,27.66,12.4,1,-20.83,0.83,74.33,71.0
0.83,3, white car,1274.49,531.39,1260.73,531.39,1288.25,531.39,27.52,12.35,1,-23.43,-0.56,-86.67,-46.33
0.87,3, white car,1272.24,531.31,1258.65,531.31,1285.82,531.31,27.17,12.18,1,-20.83,-0.74,86.67,-6.0
