frame,ID,car_type,center_x,center_y,front_x,front_y,back_x,back_y,width,height,lane,v_x,v_y,a_x,a_y
0.0,2, white car,1095.18,532.67,1081.08,532.67,1109.28,532.67,28.19,12.28,2,0.0,0.0,0.0,0.0
0.03,2, white car,1092.47,532.75,1078.25,532.75,1106.7,532.75,28.45,12.39,2,-25.09,0.74,0.0,0.0
0.07,2, white car,1090.07,532.88,1075.97,532.88,1104.18,532.88,28.22,12.29,2,-22.22,1.2,95.67,15.33
0.1,2, white car,1087.25,532.72,1073.11,532.72,1101.39,532.72,28.27,12.31,2,-26.11,-1.48,-129.67,-89.33
0.13,2, white car,1084.49,532.69,1070.56,532.69,1098.41,532.69,27.85,12.15,2,-25.56,-0.28,18.33,40.0
0.17,2, white car,1081.4,532.74,1067.18,532.74,1095.62,532.74,28.44,12.42,2,-28.61,0.46,-101.67,24.67
0.2,2, white car,1078.51,532.77,1064.26,532.77,1092.77,532.77,28.51,12.46,2,-26.76,0.28,61.67,-6.0
0.23,2, white car,1075.78,532.96,1061.59,532.96,1089.97,532.96,28.38,12.42,2,-25.28,1.76,49.33,49.33
0.27,2, white car,1072.86,533.08,1058.61,533.08,1087.11,533.08,28.5,12.49,2,-27.04,1.11,-58.67,-21.67
0.3,2, white car,1070.21,533.18,1056.01,533.18,1084.4,533.18,28.39,12.47,2,-24.54,0.93,83.33,-6.0
0.33,2, white car,1066.95,533.38,1052.5,533.38,1081.4,533.38,28.9,12.72,2,-30.19,1.85,-188.33,30.67
0.37,2, white car,1064.08,533.43,1049.5,533.43,1078.67,533.43,29.17,12.87,2,-26.57,0.46,120.67,-46.33
0.4,2, white car,1061.49,533.64,1047.31,533.64,1075.67,533.64,28.37,12.53,2,-23.98,1.94,86.33,49.33
0.43,2, white car,1058.72,534.01,1044.49,534.01,1072.96,534.01,28.47,12.6,2,-25.65,3.43,-55.67,49.67
0.47,2, white car,1056.08,533.95,1041.74,533.95,1070.42,533.95,28.68,12.75,2,-24.44,-0.56,40.33,-133.0
0.5,2, white car,1053.2,534.13,1038.96,534.13,1067.45,534.13,28.48,12.67,2,-26.67,1.67,-74.33,74.33
0.53,2, white car,1049.91,534.2,1035.62,534.2,1064.19,534.2,28.57,12.71,2,-30.46,0.65,-126.33,-34.0
0.57,2, white car,1047.03,534.24,1032.97,534.24,1061.09,534.24,28.12,12.51,2,-26.67,0.37,126.33,-9.33
0.6,2, white car,1044.42,534.31,1030.46,534.31,1058.37,534.31,27.91,12.41,2,-24.17,0.65,83.33,9.33
0.63,2, white car,1041.86,534.4,1028.01,534.4,1055.71,534.4,27.71,12.32,2,-23.7,0.83,15.67,6.0
0.67,2, white car,1038.88,534.71,1025.29,534.71,1052.47,534.71,27.18,12.05,2,-27.59,2.87,-129.67,68.0
0.7,2, white car,1035.86,534.7,1022.17,534.7,1049.56,534.7,27.39,12.13,2,-27.96,-0.09,-12.33,-98.67
0.73,2, white car,1033.13,534.71,1019.43,534.71,1046.83,534.71,27.39,12.11,2,-25.28,0.09,89.33,6.0
0.77,2, white car,1030.48,534.76,1016.76,534.76,1044.2,534.76,27.44,12.12,2,-24.54,0.46,24.67,12.33
0.8,2, white car,1027.67,534.96,1013.99,534.96,1041.36,534.96,27.38,12.09,2,-26.02,1.85,-49.33,46.33
0.83,2, white car,1024.62,534.96,1011.14,534.96,1038.09,534.96,26.95,11.89,2,-28.24,0.0,-74.0,-61.67
0.87,2, white car,1021.68,534.97,1007.89,534.97,1035.48,534.97,27.59,12.16,2,-27.22,0.09,34.0,3.0
0.9,2, white car,1019.02,534.96,1005.21,534.96,1032.82,534.96,27.61,12.16,2,-24.63,-0.09,86.33,-6.0
0.93,2, white car,1016.39,535.07,1002.7,535.07,1030.07,535.07,27.37,12.04,2,-24.35,1.02,9.33,37.0
0.97,2, white car,1013.63,535.18,999.76,535.18,1027.5,535.18,27.75,12.21,2,-25.56,1.02,-40.33,0.0
